citation,citation_2014,email,hindex,hindex_2014,iindex,iindex_2014,maxyear,minyear,name,position,tags,totaltitle
411,323,Verified email at tinyclues.com - ,11,10,13,12,2019,2010,Jean-Marc Montanier,Senior Machine Learning Engineer Homepage None,AI for Robotics - Data science - Multi-agent Systems - Evolutionary Robotics,31
413,165,Verified email at in.ibm.com,11,7,12,4,2020,1977,Sambuddha Roy,Unaffiliated - Deep Learning Consultant/Practitioner Deep Learning None,"Deep Learning,Approximation Algorithms,Complexity Theory",53
415,410,Verified email at gatech.edu - ,11,11,11,11,2018,2012,Robert Pienta,Center for Advanced Machine Learning - Symantec Homepage None,"Visual Analytics,Security,Graph Data Mining",27
423,416,Verified email at prowler.io - ,10,10,10,10,2020,2010,Stefanos Eleftheriadis,Senior machine learning researcher at PROWLER.io Homepage None,"machine learning,Gaussian processes,reinforcement learning",15
425,113,Verified email at apple.com,10,4,10,3,2016,2006,Jonas Lööf,"Machine Learning Engineer,  Apple None","machine translation,speech recognition",15
426,425,Verified email at gatech.edu - ,4,4,4,4,2017,2013,Mrinal Kumar,"Machine Learning Engineer, Bloomberg LP Homepage None","Machine Learning,Natural Language Processing,Social Media,Intelligent Agents",4
428,197,No verified email,3,2,2,2,2007,2005,Shlomo Levitan,Machine Learning Expert Machine Learning None,Machine Learning,3
429,218,Verified email at seas.harvard.edu - ,13,9,14,9,2019,2005,Ritwik Kumar,"Director, Machine Learning, Netflix Homepage None","Machine Learning,Computer Vision",32
430,348,Verified email at aexp.com - ,10,10,10,10,2014,2007,"Manish Gupta, Ph.D.",Vice President- Machine Learning & Data Science Research @ American Express Homepage None,"machine learning,deep learning,data mining,advance analytics,neural network",16
430,406,Verified email at amazon.com - ,7,7,7,7,2019,2011,Hyokun Yun,Machine Learning Scientist at  Amazon None,"Machine Learning,Statistics,Artificial Intelligence,Natural Language Processing,Optimization",21
432,429,Verified email at mit.edu - ,8,8,8,8,2020,2012,Sudeep Pillai,"Machine Learning Engineering Lead, Toyota Research Institute Homepage None","Computer Vision,Robotics,Machine Learning",23
437,272,Verified email at fb.com,9,9,8,7,2018,2010,Mohammad M Hossain,"Research Scientist, Applied Machine Learning (AML),  Facebook Inc .",,12
439,413,Verified email at landing.ai,11,11,12,11,2020,2011,Alejandro Betancourt,Sr Machine Learning Engineer at Landing AI Applied Mathematics None,"Applied Mathematics,Artificial Inteligence,Computer Science,Regional Sciene",23
440,427,Verified email at uwaterloo.ca - ,9,9,9,8,2020,2010,Tameem Adel,"Machine Learning Group, University of Cambridge Homepage None","Machine Learning,Probabilistic Graphical Models,Bayesian Inference,Deep Learning,MRI",31
441,130,Verified email at amazon.com,8,4,6,4,2018,2005,Almut Silja Hildebrand,"Machine Learning Scientist,  Amazon None","Natural Language Processing,Machine Translation",16
443,367,Verified email at amazon.com,11,10,12,10,2019,2007,Ben London,Machine Learning Scientist at  Amazon None,"machine learning,statistical learning theory,structured prediction",34
448,221,Verified email at comillas.edu,9,7,9,7,2020,2000,L Barcos,"Professor Operations Management and Machine Learning,  Universidad Pontificia Comillas , ICADE",Operations Management and Machine Learning,23
448,403,Verified email at twitter.com,12,11,12,11,2019,2012,Prakhar Biyani,Machine Learning Engineer Machine Learning None,"Machine Learning,Natural Language Processing,Recommender Systems",25
451,394,Verified email at cubicasa.com,10,10,11,11,2019,2011,Juha Ylioinas,"Machine Learning Researcher, CubiCasa Oy Machine Learning None","Machine Learning,Computer Vision",19
452,311,No verified email - ,12,10,13,12,2020,2006,"ZHENG FU, Ph.D.","Evangelist of Data Science, Machine Learning and AI Homepage None",Bioinformatics / Data Science,24
455,256,Verified email at wacamlds.com.au - ,12,11,14,12,2018,2004,"Nilimesh Halder, PhD",Data Scientist & Applied Machine Learning Engineer Homepage None,"Data Science & Predictive Analytics,Marketing Strategy & Consumer Behaviour Modelling,Customer Segmentation,Deep Learning",30
463,442,Verified email at amazon.com,7,7,7,7,2018,2010,Tobias Domhan,"Machine Learning Scientist,  Amazon None","Machine Learning,Machine Translation,Bayesian Optimization",9
471,246,Verified email at hh.se - ,10,7,10,6,2020,2007,Kobra Etminani (Farzaneh),"Assistant Professor in Machine Learning,  Halmstad University None","Artificial Intelligence,Machine Learning,Data Mining,Healthcare informatics,Precision Healthcare",59
473,316,Verified email at apple.com - ,6,6,5,4,2015,2008,Daniel Hauagge,Deep Learning Research Engineer Homepage None,"Computer Vision,Computer Graphics,Robotics",11
475,375,Verified email at jpl.nasa.gov - ,14,11,17,12,2019,2005,Hengameh Mirzaalian,Machine learning scientist @ JPL/ NASA /CalTech,"Machine learning,Image analysis",34
481,450,Verified email at volvocars.com - ,10,8,10,7,2020,2009,Srikar Muppirisetty,"Manager,  Machine Learning and Data Analytics at Volvo Car Corporation Homepage None","Machine/Deep Learning,Signal Processing,Wireless Communications",30
481,390,Verified email at fb.com - ,12,12,15,13,2016,2010,He Ba,"Software Engineer, Machine Learning at  Facebook None","Machine Learning,Natural Language Processing,Speech Signal Processing,Wireless Sensor Network",17
481,455,Verified email at amazon.com - ,9,8,9,7,2019,2010,Shobeir Fakhraei,"Machine Learning Scientist,  Amazon None","Machine Learning,Graph Mining",23
484,402,Verified email at nih.gov,12,11,12,12,2020,2011,Patrick McClure,"Machine Learning Team, National Institute of Mental Health Machine Learning None","Machine Learning,Artificial Intelligence,Computational Neuroscience,Computer Vision,Medical Image Analysis",19
485,451,Verified email at ebi.ac.uk - ,9,9,9,8,2020,2011,Santosh Tirunagari,"Machine Learning Scientist,  European Bioinformatics Institute None","Machine Learning,Deep Learning,Computer Vision,Natural Language Processing,Dimensionality Reduction",46
488,463,Verified email at alum.mit.edu,5,5,5,5,2020,2006,Jason Tyler Rolfe,"Principal machine learning researcher, D-Wave Systems Machine Learning None","Machine Learning,Deep Learning,Recurrent Neural Networks",21
491,291,Verified email at amazon.com,10,8,10,6,2017,2006,Mandalapu Dinesh,"Senior Machine Learning Scientist,  Amazon None","Machine Learning,Pattern Recognition,Handwriting Recognition",21
495,298,Verified email at cs.stanford.edu - ,6,5,5,4,2020,2008,Karthik Raghunathan,Director of Machine Learning at Cisco MindMeld Homepage None,Natural Language Processing,14
499,308,Verified email at hm.edu - ,8,6,8,5,2020,2008,David Spieler,"Professor for Machine Learning,  Munich University of Applied Science None","Machine Learning,Deep Learning,Reinforcement Learning,Stochastic Processes,Model Checking",18
501,259,Verified email at galgotiasuniversity.edu.in,11,9,15,9,2020,1925,Shashibhushan Singh,Machine Learning Developer Machine Learning None,Machine Learning,96
509,389,Verified email at liu.se,9,8,9,8,2020,2006,Krzysztof Bartoszek,"Docent in Statistics, Senior Lecturer, Division of Statistics and Machine Learning, Department of Phylogenentics None","Phylogenentics,Statistics,Evolution,Probability,R",76
511,484,Verified email at us.imshealth.com - ,13,13,16,16,2019,2012,Cheng Qian,"Sr. Machine Learning Engineer, IQVIA Homepage None","tensor decomposition,machine learning,signal processing,healthcare",37
512,299,Verified email at apple.com,7,6,6,6,2017,2009,Harsimrat Singh Sandhawalia,"Senior Machine Learning Engineer,  Apple None",CV/ML,8
513,337,Verified email at ualberta.ca - ,8,7,8,7,2018,2008,Homa Foroughi,Staff Machine Learning Scientist at Intuit; PhD in Computing Science;  University of Alberta None,"Computer Vision,Machine Learning,Deep Learning",20
515,454,Verified email at fb.com - ,6,6,6,6,2019,2012,Will (Wei) Feng,"Machine Learning Software Developer,  Facebook None","Recommender System,Data Mining,Social Media",12
517,482,Verified email at apple.com - ,7,7,5,5,2020,2011,Parang Saraf,"Sr. Machine Learning Scientist, News+,  Apple Inc .","Text Mining,Natural Language Processing,Deep Learning,Machine Learning",23
521,411,No verified email,12,12,18,14,2019,2008,Nóra Baka,machine learning R&D engineer at TomTom Maps medical image processing None,"medical image processing,machine learning",30
527,300,Verified email at cs.tu-berlin.de,10,7,11,6,2012,2006,Márton Danóczy,"Machine Learning,  TU Berlin None","Machine learning,BCI",18
529,482,Verified email at cs.ucl.ac.uk,6,5,5,4,2015,2012,Dimitris Athanasakis,"Machine Learning EngD,  University College London  (UCL)","Machine Learning,Artificial Intelligence,Computational Biology,Convex Optimization",10
530,527,Verified email at cs.cmu.edu - ,11,11,13,13,2020,2017,Paul Pu Liang,"Machine Learning Department,  Carnegie Mellon University None","Machine Learning,Deep Learning,Natural Language Processing,Multimodal Learning",40
536,324,Verified email at cs.ucsb.edu - ,5,5,5,5,2019,2010,Yuanyang Zhang,"Software Engineer, Machine Learning at Google, Mountain View, CA Homepage None","Machine Learning,Statistics,Distributed Systems,Networking",19
538,428,Verified email at snips.ai,12,11,14,13,2019,2009,Francesco Caltagirone,"Senior Machine Learning Scientist, Snips Machine Learning None","Machine Learning,Natural Language Processing,Automatic Speech Recognition",26
539,456,Verified email at amazon.com - ,10,8,10,8,2019,2004,Mohammed Khalilia,Machine Learning Scientist at  Amazon None,"Machine Learning,Clustering,Computational Health,Natural Language Processing",21
539,257,Verified email at aexp.com,9,8,9,6,2020,2004,Prodip Hore,Director of Machine Learning & AI at American Express Artificial Intelligence None,"Artificial Intelligence,Data Mining,Machine Learning,Predictive Modeling",14
543,527,Verified email at meeshkan.com - ,11,11,11,11,2018,2009,Kimmo Sääskilahti,"D. Sc. (Tech.), Meeshkan Machine learning Homepage None","Machine learning,heat transfer in nanoscale,carbon nanomaterials",20
547,375,Verified email at csc.fi,13,11,18,11,2019,2003,Mats Sjöberg,Machine learning specialist at  CSC None,"Multimedia information retrieval,Computer Vision,Machine Learning,Deep Learning",62
550,401,Verified email at cs.rwth-aachen.de,13,11,18,14,2020,2005,Amr Ibrahim El-Desoky Mousa,"Machine Learning Engineer, Apple Inc. Automatic Speech Recognition None","Automatic Speech Recognition,Language Modeling,Acoustic Modeling,Natural Language Processing,Machine Learning",30
550,322,Verified email at cs.cmu.edu - ,10,7,10,5,2012,2006,Yi Zhang,"Machine Learning Department, School of Computer Science,  Carnegie Mellon University None",Machine Learning,14
552,373,Verified email at nvidia.com,14,12,19,15,2019,2005,Pietro Cicotti,"Senior Deep Learning Architect,  NVIDIA None","Machine Learning,High Performance Computing,Architecture,Systems",55
555,372,Verified email at cl.uni-heidelberg.de - ,13,10,20,13,2020,1999,Artem Sokolov,"Machine Learning Scientist, Amazon &  Heidelberg University None",,72
556,340,Verified email at synaptics.com,6,5,5,5,2012,2006,"Ehsan Bayaki, PhD","Senior Staff Machine Learning Software Engineer, Synaptics Optical Communications None","Optical Communications,Digital Communication Systems,Automatic Speech Recognition,Deep Learning,Audio/Image Signal Processin",10
561,356,Verified email at pletscher.org - ,9,6,8,4,2013,2004,Patrick Pletscher,Machine Learning Scientist Homepage None,Machine Learning,18
562,551,Verified email at fmr.com,12,12,13,13,2020,2013,Nicholas Cilfone,Fidelity Investments (Artificial Intelligence & Machine Learning Center of Excellence) Deep Learning None,"Deep Learning,Machine Learning,Multi-Scale Modeling,Systems Biology,Immunology",27
566,547,Verified email at google.com - ,6,5,4,4,2019,2004,Zemin Zhang,Machine Learning Engineer at  Google None,"Computer vision,compressive sensing,machine learning",12
566,203,Verified email at jhu.edu,7,5,5,3,2018,2003,Balaji Veeramani,Machine Learning Expert Data Scientist  - GSK Machine Learning None,"Machine Learning,Computer vision,Computational and disease systems biology,Statistics,Biomedical Engineering",26
573,480,Verified email at mit.edu,10,9,11,9,2019,2011,Jean-Philippe Péraud,"Machine Learning Engineer, Corning Inc; Affiliate, Lawrence Berkeley National Laboratory Machine learning None","Machine learning,Numerical methods for transport processes,Monte Carlo simulations,inverse problems",29
582,582,Verified email at post.uit.no - ,11,11,12,12,2020,2014,Michael Christian Kampffmeyer,"Associate Professor in Machine Learning,  UiT the Arctic University of Norway, Tromsø None","Deep Learning,Machine Learning,Pattern Recognition,Medical Image Analysis,Remote Sensing",48
580,579,Verified email at ieee.org - ,11,11,11,11,2020,2009,Saman Sarraf,Sr. Machine Learning Scientist Homepage None,"Machine Learning,Data Science,Imaging,Computer Vision",39
581,560,Verified email at bsse.ethz.ch,12,12,14,13,2020,2011,Catherine Jutzeler,"Machine Learning & Computational Biology Lab, D-BSSE,  ETH Zürich None","Pharmaco-epidemiology,Neuroimaging,Neurological Disorders,Machine Learning,Data Mining",61
583,475,Verified email at imm.ox.ac.uk - ,14,12,16,12,2020,2007,Aleksandr B. Sahakyan,"Group Leader, Integrative Computational Biology and Machine Learning, WIMM,  University of Oxford None","Computational Biology,Genomics,Computational Chemistry,Structural Biology",28
589,559,Verified email at mu.edu.tr,10,10,10,10,2020,2010,Musa Peker,PhD | Machine Learning Engineer/Scientist Machine Learning None,"Machine Learning,Computer Vision,Information Fusion,Medical Data Science,Embedded Vision",62
586,161,Verified email at circlecvi.com,13,6,15,5,2019,1995,Azhar Quddus,Senior R&D Engineer-Machine Learning at Circle Cardiovascular Imaging Inc. Image Processing None,"Image Processing,Pattern Recognition,Computer Vision,Signal Processing,Wavelets",52
593,554,No verified email - ,13,12,15,15,2019,2007,Alexis Boukouvalas,"Machine learning engineer team lead, Prowler.io Homepage None","Bayesian statistics,Non-parametric Bayesian models,Gaussian Process",52
595,417,Verified email at acm.org - ,12,11,15,12,2019,2000,Mitul Tiwari,Director of AI and Machine Learning Engineering @ ServiceNow Homepage None,"Natural Language Processing,Machine Learning,Artificial Intelligence,Distributed Systems,Network Algorithms",51
595,310,Verified email at sas.com - ,12,10,13,10,2014,2007,JeeHyun Hwang,"Sr. Staff Scientist, AI and Machine Learning R&D,  SAS institute None","AI,Machine Learning,Text Analytics,Software Engineering",26
599,571,Verified email at e.ntu.edu.sg,12,12,15,14,2017,2007,Khosro Bahrami,"Computer Vision, Machine Learning & Deep Learning Researcher, San Diego, CA, USA Computer Vision None","Computer Vision,Machine Learning,Deep Learning,Image Processing,Medical Image Processing",25
604,390,No verified email,7,6,5,4,2017,2010,Yinyan He,"Software Engineer, Machine Learning, Former Chemist Hiking None","Hiking,Kayak,outdoor activities",9
606,158,Verified email at siili.com,9,8,9,7,2014,2005,Ilkka Huopaniemi,"Senior Machine Learning Scientist, Siili Solutions, Helsinki, Finland Machine learning None",Machine learning,24
611,555,Verified email at amazon.com,7,7,7,6,2018,2009,Arridhana Ciptadi,Machine Learning Scientist at  Amazon None,"Computer Vision,Machine Learning",14
612,333,Verified email at ericsson.com - ,11,9,14,8,2020,1995,Jawwad Ahmed,Research Engineer Analytics and Machine Learning at  Ericsson None,"Artificial Intelligence,Machine Learning,Computer Networks,Cloud Computing,Optical Networking",47
621,585,Verified email at cs.cmu.edu - ,11,11,11,11,2020,2012,Willie Neiswanger,"PhD Student, Machine Learning,  Carnegie Mellon University None","Machine Learning,Inference,Optimization,Statistics,Computer Vision",28
623,427,Verified email at grab.com - ,11,9,11,9,2020,2005,Jagannadan Varadarajan,"Head of Data Science (Machine Learning & Maps), Grab Homepage None","Deep Learning,Graphical Models,Machine Learning,Computer Vision,Image Processing",38
627,543,Verified email at sap.com - ,10,9,11,8,2020,2007,Tassilo Klein,SAP Machine Learning Research Homepage None,"Medical Image Processing,Deep Learning,Machine Learning,Computer Vision,NLP",47
629,345,Verified email at hs-offenburg.de - ,14,10,17,10,2020,2000,Janis Keuper (Fehr),Institute for Machine Learning and Analytics (IMLA) Homepage None,"Machine Learning,HPC,Data Science",55
635,460,Verified email at naverlabs.com - ,15,12,23,15,2020,2005,julien perez,"Machine Learning Lead, Naver Labs Europe Homepage None","machine learning,deep learning,reinforcement learning,recurrent neural network,dialog systems",76
639,346,Verified email at univ-lyon2.fr - ,11,10,13,10,2020,1994,Stephane Chretien,"Full professor of Statistics and Machine Learning,  University of Lyon 2 , France","statistics,machine learning,sparse recovery,uncertainty quantification",104
637,533,Verified email at liu.se - ,13,12,17,14,2019,2010,Joel Kronander,Computer Vision/Machine Learning at Nines Homepage None,"Machine Learning,Deep Learning,Computer Graphics,Computer Vision,Monte Carlo methods",31
639,630,Verified email at cs.cmu.edu - ,11,11,12,12,2020,2013,Han Zhao,"PhD student, Machine Learning Department,  Carnegie Mellon University None","Machine Learning,Artificial Intelligence",35
651,479,Verified email at bioinf.jku.at - ,5,4,4,3,2019,2010,Andreas Mitterecker,"Institute for Machine Learning,  Johannes Kepler University Linz None","Machine Learning,Deep Learning",14
650,311,Verified email at uni-tuebingen.de,7,6,7,6,2019,1996,Alla Ignashchenkova,"Theory of Machine Learning, Computer Science,  University of Tübingen , Germany","Neuroscience,Cognitive science,Eye movements,Visual processing,Attention",20
651,483,Verified email at linkedin.com - ,12,11,14,12,2020,2003,Saurabh Kataria,Machine Learning Enthusiast Homepage None,"machine learning,data mining,statistical relational learning,Big Data",47
655,624,Verified email at apple.com - ,11,10,11,10,2018,2013,Jonghoon Jin,Machine learning engineer Homepage None,Deep learning for computer vision,15
655,460,Verified email at tuebingen.mpg.de - ,11,10,12,10,2020,2005,Reshad Hosseini,"Assistant Professor, Machine Learning and Robotics Group, University of Tehran Homepage None","Machine Learning,Machine Vision,Optimization,Computational Neuroscience,Wavelet",42
655,652,Verified email at cs.stanford.edu,5,5,3,3,2019,2015,Aneesh Pappu,"MSc Machine Learning, UCL; BS Symbolic Systems,  Stanford University None","Machine Learning,Natural Language Processing,Computational Biology",7
662,466,Verified email at exeter.ac.uk - ,14,12,21,16,2020,1977,Anjan Dutta,"Lecturer of Computer Vision and Machine Learning,  University of Exeter None","Computer Vision,Machine Learning",56
666,664,Verified email at cs.cmu.edu,11,11,12,12,2019,2014,Kasun Amarasinghe,"Machine Learning Department,  Carnegie Mellon University None","Machine Learning,Explainable AI,Public Policy",37
664,605,Verified email at cs.cmu.edu - ,14,14,17,17,2020,2010,Ian En-Hsu Yen,"PhD, Machine Learning Department,  Carnegie Mellon University None","Machine Learning,Optimization,Artificial Intelligence",43
667,471,Verified email at gritstone.com,12,10,14,11,2020,2005,Minh Duc Cao,Principal Machine Learning Scientist at Gritstone Oncology deep learning None,"deep learning,bioinformatics,genomics,sequence compression,information theory",50
668,510,Verified email at gatech.edu,8,7,8,6,2019,2010,Carlos Carrion,Causal Machine Learning Scientist - Causal AI Econometrics None,"Econometrics,Machine Learning,Stochastic Optimization,Causal Inference,Urban Computing",26
674,556,Verified email at fb.com,12,11,13,11,2019,2006,Di You,"Software Engineer, Machine Learning,  Facebook None","Machine learning,Deep learning,Search,Recommendation",21
680,679,Verified email at cs.cmu.edu - ,6,6,5,5,2019,2018,Shaojie Bai,"Machine Learning Department,  Carnegie Mellon University None","Machine Learning,Deep Learning",7
680,365,Verified email at amazon.com - ,12,6,12,6,2020,1988,Siegfried Kunzmann,"Senior Manager Machine Learning, Amazon Alexa Machine Learning Homepage None","Automatic speech processing,speech recognition,speech synthesis,natural language understanding",43
681,644,Verified email at ugent.be,10,10,10,10,2020,2012,Michiel Stock,"Post doctoral researcher in machine learning, Ghent Univerisy machine learning None","machine learning,compuational biology,optimization,ecology,bioinformatics",34
680,680,Verified email at butterflynetinc.com - ,7,7,6,6,2019,2015,Pouya Samangouei,"Machine Learning Scientist, Butterfly Network Homepage None","Computer Vision,Machine Learning",13
685,369,Verified email at intel.com,12,9,12,9,2020,2004,Ron  Banner,Machine Learning Scientist @  Intel None,,51
689,687,Verified email at wustl.edu,5,5,3,3,2019,2014,Amila Weerasinghe,"Machine Learning Data Scientist, Mercy Mathematical Modeling None","Mathematical Modeling,Theoretical Condensed Matter Physics,Quantum Hall Effect,Cancer Genomics,Machine Learning",12
692,217,Verified email at aon.at - ,10,7,10,6,2016,1991,Johann Prenninger,Head of Analytics and Machine Learning BMW AG Homepage None,"eMobility,Analytics,Machine Learning,sustainability",38
695,354,Verified email at wartsila.com - ,16,11,18,12,2013,1998,He Zhang,"Data Scientist, PhD in Machine Learning Homepage None","Machine Learning,Data Mining,Image Processing,Process Mining",23
697,682,Verified email at uk.ibm.com,10,10,10,10,2020,2011,Edward O. Pyzer-Knapp,"Research Lead, Machine Learning and AI, IBM Research UK Bayesian Optimization None","Bayesian Optimization,Deep learning,Computational Chemistry,Chemical Information",46
697,476,Verified email at linkedin.com - ,6,5,5,4,2020,2010,Zhengming Xing,"Staff software engineering - machine learning,  LinkedIn None","Machine learning,Bayesian Statistic Modeling",17
702,290,No verified email,10,9,11,8,2017,2004,Sven Van Segbroeck,"Machine Learning Group, Université Libre de Bruxelles None None",,30
704,564,Verified email at apple.com - ,12,11,13,12,2020,2008,Luca Zappella,Machine Learning Researcher Homepage None,"Machine Learning,Computer Vision,Image Processing",23
708,705,Verified email at uniklinik-freiburg.de - ,9,8,7,7,2020,2012,Robin Tibor Schirrmeister,"PhD Candidate, Translational Neurotechnology Lab and Machine Learning Lab,  University Freiburg None","Maschinelles Lernen,Semantische Suche,Brain Computer Interface",35
718,717,Verified email at tri-ad.global - ,11,11,11,11,2019,2010,Wadim Kehl,"Machine Learning Engineer, TRI-AD Homepage None",,21
732,362,Verified email at jpmchase.com,11,9,12,9,2018,2007,"Edward Tong, PhD",Machine Learning | Data Science | JP Morgan Statistics None,"Statistics,Data Science,Machine Learning,Credit Risk,Public Health",27
737,583,Verified email at amazon.com - ,14,11,15,12,2020,2011,Parth Gupta,Machine Learning at  Amazon.com None,"Information Retrieval,Machine Learning",42
748,740,Verified email at umontreal.ca - ,8,8,6,6,2018,2009,Samira Shabanian,Deep Learning Researcher at Microsoft Homepage None,"Generative models,Unsupervised and semi-supervised learning,Deterministic and stochastic neural networks,Deep learning,Optim",19
750,634,Verified email at mychirp.com - ,12,11,12,12,2020,2005,Parthipan Siva,"Machine learning researcher, Co-founder, Chirp Inc Homepage None","Machine Learning,Computer Vision",37
756,752,Verified email at cs.uni-freiburg.de - ,17,17,20,20,2019,2013,Noor H. Awad,"Postdoctoral Research Fellow, Machine Learning Lab,  university of Freiburg None","Computational Intelligence,Evolutionary Computation,Optimization Algorithms,Artificial Intelligence,Machine Learning",36
755,586,No verified email,12,10,12,10,2018,2008,Ankit Bhagatwala,"Staff Machine Learning Engineer, Tesla Data None","Data,CFD,Turbulence",37
755,374,Verified email at qeexo.com - ,12,10,16,11,2019,2004,Dr. Rajen Bhatt,"Qeexo, Machine Learning and Data Sciences Homepage None","Soft Computing,Computational Intelligence,Data Mining,Data Analytics,Machine Learning",45
764,593,Verified email at google.com - ,15,13,20,14,2019,2004,Mayank Bansal,"Computer Vision, Machine Learning & Robotics Researcher, Self-Driving Cars,  Google  [X] / Waymo","Computer Vision,Machine Learning,Robotics",52
767,755,Verified email at poly-ai.com - ,9,9,8,8,2019,2011,Georgios Spithourakis,"Machine Learning Scientist, PolyAI Homepage None","Natural Language Processing,Machine Learning,Dialogue Systems,Forecasting",17
779,779,Verified email at cnam.fr - ,11,11,14,14,2019,2016,Nicolas Audebert,Computer vision and machine learning researcher Homepage None,"Deep Learning,Computer Vision,Remote Sensing,Multimodal Learning",26
781,756,Verified email at ornl.gov - ,11,11,12,12,2020,2012,Singanallur V. Venkatakrishnan,"Research Staff - Imaging, Signals and Machine Learning Group,  Oak Ridge National Laboratory None","Tomography,Inverse problems,Image Processing,Machine Learning,Computational Imaging",53
783,704,Verified email at nvidia.com,14,13,24,19,2020,2009,Maximilian Baust,Senior Deep Learning Solution Architect Industry Manager at  NVIDIA None,"Medical Image Computing,Machine Learning,Computer Vision,Visualization",62
782,544,Verified email at apple.com,12,10,12,10,2019,2004,Raghavender Jillela,"Machine Learning Engineer,  Apple None","Computer Vision,Machine Learning,Biometrics,Autonomous Driving",16
783,712,Verified email at cam.ac.uk - ,9,9,9,9,2019,2013,James Robert Lloyd,"PhD from Machine Learning Group,  Cambridge University None","Statistics,Machine Learning",17
788,788,Verified email at cortilabs.com,8,8,8,8,2020,2015,Lars Maaløe,"Co-Founder & CTO at Corti, PhD in Machine Learning Machine Learning None",Machine Learning,16
792,702,Verified email at intel.com - ,9,9,9,9,2019,2011,Parul Pandey,"Machine Learning Engineer,  Intel Corporation None","Machine learning,Mobile computing,Edge computing,Computer vision",26
796,237,Verified email at lyft.com,13,8,16,7,2019,1973,Alejandro Rodríguez-Morantes,"Machine Learning Engineer, Lyft Machine Learning None",Machine Learning,133
803,313,Verified email at ntnu.no - ,15,9,24,9,2019,1999,Giampiero Salvi,"Professor of Machine Learning,  NTNU None","Artificial Intelligence,Machine Learning,Cognitive Systems,Speech",82
815,618,Verified email at bloomberg.net - ,10,10,11,11,2018,2009,Chuck-Hou Yee,Machine Learning Research Engineer Homepage None,Machine Learning,24
817,93,Verified email at microsoft.com,9,5,9,3,2006,2002,Bryan J. Smith,"Machine Learning Engineer,  Microsoft None","authentication,computer security",14
831,191,Verified email at apple.com - ,11,8,12,8,2020,2001,Nicholas Apostoloff,Machine Learning Manager Homepage None,"Machine Learning,Computer Vision",24
830,803,Verified email at princeton.edu - ,17,16,25,23,2020,2009,Mengdi Wang,"Center for Statistics and Machine Learning, Electrical Engineering,  Princeton University ; Google","reinforcement learning,optimization,dimension reduction,state representation learning",68
832,327,Verified email at gnshealthcare.com - ,9,9,9,8,2019,2006,Andrew Noble,"Principal Data Scientist and Machine Learning Engineer, GNS Healthcare Homepage None","Data Science,Machine Learning,Stochastic Processes,Statistical Physics",18
856,699,Verified email at adelaide.edu.au,14,14,15,14,2020,1993,Ehsan Abbasnejad,"Australian Institute for Machine Learning,  University of Adelaide None","Machine learning,AI",57
869,853,Verified email at bose.com,11,11,12,11,2018,2012,Survi Kyal,Machine Learning Scientist at Affectiva Signal processing/Machine Learning/Computer Vision/Remote health care monitoring None,Signal processing/Machine Learning/Computer Vision/Remote health care monitoring,41
886,503,Verified email at upf.edu,16,13,24,19,2020,2001,Anders Jonsson,"Artificial Intelligence and Machine Learning group,  Universitat Pompeu Fabra None","artificial intelligence,machine learning,planning,reinforcement learning,computational complexity",86
899,545,Verified email at fb.com,8,7,7,7,2015,2007,Arunkumar M,"Software Engineer - Machine Learning,  Facebook , CA","Machine Learning,Pattern Recognition,Data Mining,Information Retrieval,Optimization",31
908,108,Verified email at daiict.ac.in - ,1,1,1,1,2016,2016,Farhan Ansari,"Computer Science, Machine Learning, Artificial Intelligence Homepage None","Cloud Computing,Data Scientist,Machine Learning,Artificial Intelligence",1
908,768,Verified email at knoesis.org - ,13,12,17,13,2016,2009,Pramod Anantharam,"Applied Researcher, Machine Learning, Robert Bosch LLC Homepage None","Machine Learning,Computer Vision,Information Extraction,Knowledge Representation",44
907,192,Verified email at apple.com,15,7,16,5,2017,1999,Antti-Veikko Rosti,"Machine Learning Manager,  Apple Inc None","Speech Recognition,Machine Translation",26
909,843,Verified email at eng.cam.ac.uk - ,16,16,26,23,2020,2009,Adrian Weller,"Principal Research Fellow, Machine Learning,  University of Cambridge None","Machine Learning,Artificial Intelligence,Inference,Optimization,Ethics",72
927,862,Verified email at mit.edu - ,10,10,10,10,2020,2008,Ayan Sinha,"Magic Leap, Deep Learning Homepage None","3D Computer Vision,Computational Engineering,Deep Learning,Geometric Modeling and Analysis,Machine Learning",34
948,734,Verified email at telensa.com - ,12,11,13,12,2018,2005,Mohammad A. Dabbah,"Machine Learning Team Lead, Telensa Ltd. Homepage None","Machine Learning,Artificial Intelligence,Pattern Recognition,Computer Vision,Signal Processing",38
952,667,Verified email at tcd.ie - ,17,11,24,17,2014,1881,John Kane,VP of Signal Processing & Machine Learning at Cogito Corp Homepage None,"Audio/speech/language processing,real-time behavioral analysis and intervention",40
960,904,Verified email at cs.cmu.edu - ,15,15,21,19,2020,2012,Chun-Liang Li,"Machine Learning Department,  Carnegie Mellon University None","Statistics,Machine Learning",33
966,910,Verified email at nutonomy.com - ,11,11,11,11,2019,2008,Alex Lang,Team Lead for Machine Learning Products at Aptiv Homepage None,"Machine Learning,Physics,Biophysics,Systems Biology,Computational Neuroscience",28
